,名前,名詞,エネルギー,タンパク質,脂質,食物繊維総量,炭水化物,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミン6,ビタミン12,葉酸,パントテン酸,ビオチン,ビタミンC,time
1410,＜魚類＞　（たら類）　加工品　桜でんぶ,"['魚類', 'たら', '類', '加工', '品', '桜', 'でんぶ']",351.0,10.6,0.5,0,80.2,930.0,43.0,300.0,17.0,180.0,0.4,0.6,0.03,0.03,58,14.0,4.0,0.0,2.0,0.0,0.1,0.0,0.01,0.01,0.2,0.0,0.6,3.0,0.06,0.9,0.0,15.0
1411,＜魚類＞　ちか　生,"['魚類', 'ちか', '生']",82.0,19.5,0.6,0,0.0,250.0,340.0,35.0,41.0,240.0,0.3,1.3,0.08,0.03,0,0.0,0.0,0.0,4.0,1.0,0.9,0.0,0.0,0.14,2.7,0.19,5.4,7.0,0.71,0.0,0.0,24.0
1412,＜魚類＞　どじょう　生,"['魚類', 'どじょう', '生']",72.0,16.1,1.2,0,0.0,96.0,290.0,1100.0,42.0,690.0,5.6,2.9,0.08,0.38,0,0.0,0.0,0.0,13.0,4.0,0.6,1.0,0.09,1.09,4.0,0.1,8.5,16.0,0.66,0.0,1.0,29.0
1413,＜魚類＞　どじょう　水煮,"['魚類', 'どじょう', '水']",76.0,17.1,1.2,0,0.0,100.0,330.0,1200.0,47.0,750.0,6.4,3.1,0.06,0.43,0,0.0,0.0,0.0,13.0,5.5,0.4,1.0,0.08,1.0,4.2,0.08,6.3,11.0,0.43,0.0,0.0,13.0
1414,＜魚類＞　とびうお　生,"['魚類', 'びうお', '生']",89.0,21.0,0.7,0,0.1,64.0,320.0,13.0,37.0,340.0,0.5,0.8,0.06,0.01,0,0.0,0.0,0.0,3.0,2.0,2.3,0.0,0.01,0.1,7.1,0.47,3.3,8.0,0.42,0.0,1.0,21.0
1415,＜魚類＞　とびうお　煮干し,"['魚類', 'びうお', '煮干']",325.0,80.0,2.2,0,0.1,610.0,1200.0,1200.0,170.0,1300.0,2.2,3.3,0.2,0.1,42,120.0,1.0,2.0,9.0,3.9,4.0,1.0,0.0,0.32,17.0,0.24,13.0,22.0,0.62,14.0,0.0,24.0
1416,＜魚類＞　とびうお　焼き干し,"['魚類', 'びうお']",309.0,73.4,3.3,0,0.1,690.0,1100.0,3200.0,200.0,2300.0,2.7,5.4,0.23,0.26,62,140.0,4.0,4.0,17.0,3.3,2.4,1.0,0.0,0.32,16.0,0.21,15.0,40.0,0.82,14.0,0.0,19.0
1417,＜魚類＞　ナイルティラピア　生,"['魚類', 'ナイルティラピア', '生']",124.0,19.8,5.3,0,0.2,60.0,370.0,29.0,24.0,180.0,0.5,0.4,0.02,0.01,0,0.0,0.0,0.0,3.0,11.0,1.9,0.0,0.04,0.2,3.1,0.67,2.3,5.0,1.08,0.0,1.0,26.0
1418,＜魚類＞　なまず　生,"['魚類', 'なまず', '生']",139.0,18.4,8.6,0,0.0,46.0,320.0,18.0,23.0,170.0,0.4,0.6,0.03,0.02,0,0.0,0.0,0.0,70.0,4.0,6.3,0.0,0.33,0.1,1.8,0.16,2.3,10.0,0.81,0.0,0.0,22.0
1419,＜魚類＞　にぎす　生,"['魚類', '生']",84.0,18.7,1.2,0,0.1,190.0,320.0,70.0,27.0,220.0,0.4,0.4,0.03,0.01,0,0.0,0.0,0.0,75.0,0.0,0.5,0.0,0.12,0.26,3.5,0.15,3.4,8.0,0.77,0.0,1.0,20.0
1420,＜魚類＞　にしん　生,"['魚類', 'にしん', '生']",196.0,17.4,15.1,0,0.1,110.0,350.0,27.0,33.0,240.0,1.0,1.1,0.09,0.02,0,0.0,0.0,0.0,18.0,22.0,3.1,0.0,0.01,0.23,4.0,0.42,17.0,13.0,1.06,0.0,0.0,24.0
1421,＜魚類＞　にしん　身欠きにしん,"['魚類', 'にしん', '身欠きにしん']",224.0,20.9,16.7,0,0.2,170.0,430.0,66.0,38.0,290.0,1.5,1.3,0.1,0.04,0,0.0,0.0,0.0,0.0,50.0,2.7,0.0,0.01,0.03,4.7,0.21,13.0,12.0,1.24,0.0,0.0,17.0
1422,＜魚類＞　にしん　開き干し,"['魚類', 'にしん']",239.0,18.5,19.7,0,0.2,360.0,350.0,25.0,33.0,260.0,1.9,1.0,0.11,0.02,0,0.0,0.0,0.0,0.0,36.0,2.1,0.0,0.01,0.03,4.7,0.25,9.0,7.0,1.28,0.0,0.0,14.0
1423,＜魚類＞　にしん　くん製,"['魚類', 'にしん', 'くん製']",280.0,23.1,22.1,0,0.0,3900.0,280.0,150.0,36.0,400.0,3.5,1.1,0.16,0.03,0,0.0,0.0,0.0,0.0,48.0,0.5,0.0,0.01,0.35,5.0,0.1,15.0,16.0,1.74,0.0,0.0,19.0
1424,＜魚類＞　にしん　かずのこ　生,"['魚類', 'にしん', '生']",139.0,25.2,6.7,0,0.2,320.0,210.0,50.0,34.0,140.0,1.2,2.3,0.07,0.06,0,0.0,0.0,0.0,15.0,13.0,5.1,0.0,0.15,0.22,1.4,0.26,11.0,120.0,1.37,0.0,0.0,28.0
1425,＜魚類＞　にしん　かずのこ　乾,"['魚類', 'にしん', '乾']",358.0,65.2,13.6,0,0.5,1400.0,46.0,65.0,150.0,500.0,1.9,5.4,0.08,0.07,0,0.0,0.0,0.0,7.0,32.0,6.4,0.0,0.0,0.07,0.4,0.28,4.8,23.0,1.13,0.0,0.0,11.0
1426,＜魚類＞　にしん　かずのこ　塩蔵　水戻し,"['魚類', 'にしん', '塩蔵', '水']",80.0,15.0,3.0,0,0.6,480.0,2.0,8.0,4.0,94.0,0.4,1.3,0.06,0.02,0,0.0,0.0,0.0,2.0,17.0,0.9,0.0,0.0,0.01,0.0,0.04,4.5,0.0,0.0,0.0,0.0,21.0
1427,＜魚類＞　はぜ　生,"['魚類', '生']",78.0,19.1,0.2,0,0.1,93.0,350.0,42.0,27.0,190.0,0.2,0.6,0.02,0.1,0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.04,0.04,1.4,0.07,2.7,8.0,0.42,0.0,1.0,29.0
1428,＜魚類＞　はぜ　つくだ煮,"['魚類', 'つくだ煮']",277.0,24.3,3.0,0,39.9,2200.0,480.0,1200.0,73.0,820.0,12.0,3.2,0.08,1.2,0,0.0,0.0,0.0,150.0,5.0,2.4,0.0,0.11,0.41,2.4,0.06,6.8,230.0,0.79,0.0,0.0,24.0
1429,＜魚類＞　はぜ　甘露煮,"['魚類', '甘露煮']",260.0,21.1,2.2,0,40.3,1500.0,200.0,980.0,58.0,650.0,4.2,2.7,0.05,1.27,0,0.0,0.0,0.0,21.0,6.0,0.6,0.0,0.05,0.11,0.9,0.03,5.8,15.0,0.23,0.0,0.0,27.0
1430,＜魚類＞　はたはた　生,"['魚類', '生']",101.0,14.1,5.7,0,0.0,180.0,250.0,60.0,18.0,120.0,0.5,0.6,0.06,0.0,32,37.0,0.0,0.0,20.0,2.0,2.2,0.0,0.02,0.14,3.0,0.08,1.7,7.0,0.5,3.3,0.0,16.0
1431,＜魚類＞　はたはた　生干し,"['魚類', '生干し']",154.0,16.7,10.3,0,0.0,510.0,240.0,17.0,23.0,180.0,0.3,0.8,0.04,0.01,37,37.0,1.0,0.0,22.0,1.0,2.8,0.0,0.05,0.05,0.9,0.08,3.5,11.0,0.5,3.6,3.0,29.0
1432,＜魚類＞　はまふえふき　生,"['魚類', 'はま', 'ふえ', 'ふき', '生']",85.0,20.5,0.3,0,0.1,80.0,450.0,43.0,29.0,250.0,0.3,0.5,0.03,0.0,0,0.0,0.0,0.0,8.0,11.0,0.6,0.0,0.15,0.07,6.4,0.3,3.7,3.0,0.4,0.0,0.0,24.0
1433,＜魚類＞　はも　生,"['魚類', '生']",132.0,22.3,5.3,0,0.0,66.0,450.0,79.0,29.0,280.0,0.2,0.6,0.03,0.07,0,0.0,0.0,0.0,59.0,5.0,1.1,0.0,0.04,0.18,3.8,0.23,1.9,21.0,0.46,0.0,1.0,23.0
1434,＜魚類＞　ひらまさ　生,"['魚類', '生']",128.0,22.6,4.9,0,0.1,47.0,450.0,12.0,36.0,300.0,0.4,0.7,0.04,0.01,0,0.0,0.0,0.0,19.0,5.0,1.4,0.0,0.2,0.14,7.6,0.52,2.1,8.0,0.26,0.0,3.0,15.0
1435,＜魚類＞　ひらめ　天然　生,"['魚類', 'ひらめ', '天然', '生']",94.0,20.0,2.0,0,0.0,46.0,440.0,22.0,26.0,240.0,0.1,0.4,0.03,0.01,0,0.0,0.0,0.0,12.0,3.0,0.6,0.0,0.04,0.11,5.0,0.33,1.0,16.0,0.82,0.0,3.0,15.0
1436,＜魚類＞　ひらめ　養殖　皮つき　生,"['魚類', 'ひらめ', '養殖', '皮', 'つき', '生']",115.0,21.6,3.7,0,0.0,43.0,440.0,30.0,30.0,240.0,0.1,0.5,0.02,0.03,8,47.0,0.0,0.0,19.0,1.9,1.6,0.0,0.12,0.34,6.2,0.44,1.5,13.0,0.89,10.0,5.0,28.0
1437,＜魚類＞　ひらめ　養殖　皮なし　生,"['魚類', 'ひらめ', '養殖', '皮', '生']",100.0,21.2,2.5,0,0.1,41.0,470.0,8.0,31.0,230.0,0.1,0.3,0.02,0.01,11,41.0,0.0,0.0,9.0,2.3,1.6,0.0,0.22,0.07,6.7,0.48,1.1,12.0,0.86,8.4,10.0,20.0
1438,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,"['魚類', 'ふぐ', '類', 'とら', 'ふぐ', '養殖', '生']",80.0,19.3,0.3,0,0.2,100.0,430.0,6.0,25.0,250.0,0.2,0.9,0.02,0.01,0,0.0,0.0,0.0,3.0,4.0,0.8,0.0,0.06,0.21,5.9,0.45,1.9,3.0,0.36,0.0,0.0,28.0
1439,＜魚類＞　（ふぐ類）　まふぐ　生,"['魚類', 'ふぐ', '類', 'ふぐ', '生']",78.0,18.9,0.4,0,0.0,83.0,470.0,5.0,24.0,260.0,0.2,1.5,0.02,0.0,0,0.0,0.0,0.0,7.0,6.0,0.6,0.0,0.04,0.17,7.0,0.5,3.0,3.0,0.23,0.0,0.0,18.0
1440,＜魚類＞　ふな　生,"['魚類', '生']",93.0,18.2,2.5,0,0.1,30.0,340.0,100.0,23.0,160.0,1.5,1.9,0.04,0.02,0,0.0,0.0,0.0,12.0,4.0,1.5,0.0,0.55,0.14,2.3,0.11,5.5,14.0,0.69,0.0,1.0,27.0
1441,＜魚類＞　ふな　水煮,"['魚類', '水']",104.0,20.3,2.8,0,0.1,46.0,310.0,140.0,24.0,230.0,1.5,2.1,0.04,0.02,0,0.0,0.0,0.0,15.0,3.8,1.5,0.0,0.49,0.12,1.6,0.1,4.4,8.0,0.71,0.0,0.0,26.0
1442,＜魚類＞　ふな　甘露煮,"['魚類', '甘露煮']",266.0,15.5,3.6,0,44.4,1300.0,240.0,1200.0,58.0,710.0,6.5,5.2,0.11,0.62,0,0.0,0.0,0.0,60.0,2.0,0.5,0.0,0.16,0.16,1.3,0.03,6.7,13.0,0.24,0.0,0.0,23.0
1443,＜魚類＞　ふな　ふなずし,"['魚類', 'ずし']",181.0,21.3,7.9,0,9.2,1500.0,64.0,350.0,20.0,240.0,0.9,2.9,0.23,0.34,24,48.0,1.0,36.0,43.0,3.6,4.6,4.0,0.0,0.07,0.3,0.03,7.4,15.0,0.14,28.0,0.0,26.0
1444,＜魚類＞　ぶり　成魚　生,"['魚類', 'ぶり', '成魚', '生']",222.0,21.4,17.6,0,0.3,32.0,380.0,5.0,26.0,130.0,1.3,0.7,0.08,0.01,24,57.0,0.0,0.0,50.0,8.0,2.0,0.0,0.23,0.36,9.5,0.42,3.8,7.0,1.01,7.7,2.0,25.0
1445,＜魚類＞　ぶり　成魚　焼き,"['魚類', 'ぶり', '成魚', '焼き']",260.0,26.2,20.4,0,0.3,40.0,440.0,6.0,28.0,170.0,2.3,0.9,0.1,0.01,0,0.0,0.0,0.0,42.0,5.4,2.1,0.0,0.24,0.39,10.0,0.38,3.8,6.0,1.38,0.0,2.0,12.0
1446,＜魚類＞　ぶり　はまち　養殖　皮つき　生,"['魚類', 'ぶり', 'まち', '養殖', '皮', 'つき', '生']",217.0,20.7,17.2,0,0.3,38.0,340.0,19.0,29.0,210.0,1.0,0.8,0.09,0.01,14,32.0,0.0,0.0,32.0,4.0,4.6,0.0,0.16,0.21,9.0,0.45,4.6,9.0,0.99,6.4,2.0,29.0
1447,＜魚類＞　ぶり　はまち　養殖　皮なし　生,"['魚類', 'ぶり', 'まち', '養殖', '皮', '生']",180.0,21.0,12.0,0,0.3,36.0,390.0,5.0,29.0,220.0,1.1,0.5,0.1,0.01,14,35.0,0.0,0.0,41.0,4.4,5.5,0.0,0.17,0.23,7.9,0.53,6.6,9.0,0.99,6.4,3.0,17.0
1448,＜魚類＞　ほうぼう　生,"['魚類', 'ほうぼう', '生']",110.0,19.6,4.2,0,0.0,110.0,380.0,42.0,34.0,200.0,0.4,0.5,0.04,0.05,0,0.0,0.0,0.0,9.0,3.0,0.5,0.0,0.09,0.15,5.0,0.44,2.2,5.0,0.82,0.0,3.0,14.0
1449,＜魚類＞　ホキ　生,"['魚類', 'ホキ', '生']",78.0,17.0,1.3,0,0.0,160.0,330.0,20.0,24.0,160.0,0.3,0.4,0.02,0.01,0,0.0,0.0,0.0,43.0,1.0,0.9,0.0,0.03,0.16,1.3,0.07,0.7,13.0,0.42,0.0,0.0,19.0
1450,＜魚類＞　ほっけ　生,"['魚類', '生']",103.0,17.3,4.4,0,0.1,81.0,360.0,22.0,33.0,220.0,0.4,1.1,0.1,0.01,0,0.0,0.0,0.0,25.0,3.0,1.7,0.0,0.09,0.17,2.5,0.17,11.0,9.0,1.16,0.0,1.0,13.0
1451,＜魚類＞　ほっけ　塩ほっけ,"['魚類', '塩']",113.0,18.1,4.9,0,0.1,1400.0,350.0,20.0,30.0,220.0,0.5,0.4,0.04,0.01,0,0.0,0.0,0.0,20.0,3.0,0.7,0.0,0.1,0.27,2.9,0.18,7.3,2.0,0.79,0.0,0.0,10.0
1452,＜魚類＞　ほっけ　開き干し　生,"['魚類', '生']",161.0,20.6,9.4,0,0.1,690.0,390.0,170.0,37.0,330.0,0.5,0.9,0.05,0.03,15,31.0,1.0,0.0,30.0,4.6,1.3,0.0,0.1,0.24,3.5,0.21,5.3,7.0,0.65,3.7,4.0,12.0
1453,＜魚類＞　ほっけ　開き干し　焼き,"['魚類', '焼き']",179.0,23.1,10.9,0,0.2,770.0,410.0,180.0,41.0,360.0,0.6,1.0,0.06,0.03,17,34.0,1.0,0.0,39.0,3.5,1.6,0.0,0.14,0.26,3.7,0.17,5.3,11.0,0.65,4.5,2.0,13.0
1454,＜魚類＞　ぼら　生,"['魚類', '生']",119.0,19.2,5.0,0,0.1,87.0,330.0,17.0,24.0,170.0,0.7,0.5,0.06,0.01,0,0.0,0.0,0.0,8.0,10.0,1.6,0.0,0.16,0.26,4.5,0.43,4.7,4.0,0.66,0.0,1.0,29.0
1455,＜魚類＞　ぼら　からすみ,"['魚類', 'からすみ']",353.0,40.4,28.9,0,0.3,1400.0,170.0,9.0,23.0,530.0,1.5,9.3,0.19,0.04,0,0.0,0.0,0.0,350.0,33.0,9.7,7.0,0.01,0.93,2.7,0.26,28.0,62.0,5.17,0.0,10.0,15.0
1456,＜魚類＞　ほんもろこ　生,"['魚類', 'ほん', 'もろ', 'こ', '生']",100.0,17.5,4.1,0,0.1,86.0,320.0,850.0,39.0,640.0,1.3,3.4,0.07,0.21,0,0.0,0.0,0.0,250.0,5.0,2.9,0.0,0.03,0.2,2.5,0.13,9.0,37.0,0.73,0.0,2.0,23.0
1457,＜魚類＞　（まぐろ類）　きはだ　生,"['魚類', 'まぐろ', '類', '生']",102.0,24.3,1.0,0,0.0,43.0,450.0,5.0,37.0,290.0,2.0,0.5,0.06,0.01,14,74.0,1.0,0.0,2.0,6.0,0.4,0.0,0.15,0.09,18.0,0.64,5.8,5.0,0.36,1.4,0.0,22.0
1458,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,"['魚類', 'まぐろ', '類', 'まぐろ', '天然', '赤身', '生']",115.0,26.4,1.4,0,0.1,49.0,380.0,5.0,45.0,270.0,1.1,0.4,0.04,0.01,14,110.0,0.0,0.0,83.0,5.0,0.8,0.0,0.1,0.05,14.0,0.85,1.3,8.0,0.41,1.9,2.0,25.0
1459,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,"['魚類', 'まぐろ', '類', 'まぐろ', '天然', '脂身', '生']",308.0,20.1,27.5,0,0.1,71.0,230.0,7.0,35.0,180.0,1.6,0.5,0.04,0.0,0,0.0,0.0,0.0,270.0,18.0,1.5,0.0,0.04,0.07,9.8,0.82,1.0,8.0,0.47,0.0,4.0,22.0
1460,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,"['魚類', 'まぐろ', '類', 'まぐろ', '養殖', '赤身', '生']",153.0,24.8,7.6,0,0.3,28.0,430.0,3.0,38.0,270.0,0.8,0.5,0.02,0.0,31,79.0,0.0,0.0,840.0,4.0,1.5,0.0,0.16,0.05,15.0,0.51,2.5,10.0,0.27,1.1,2.0,17.0
1461,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,"['魚類', 'まぐろ', '類', 'まぐろ', '養殖', '赤身', '水']",173.0,27.2,8.3,0,0.3,25.0,400.0,3.0,38.0,270.0,1.0,0.6,0.02,0.0,34,88.0,0.0,0.0,900.0,4.1,1.8,0.0,0.16,0.04,14.0,0.4,3.2,12.0,0.28,1.3,2.0,18.0
1462,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,"['魚類', 'まぐろ', '類', 'まぐろ', '養殖', '赤身']",187.0,28.0,9.9,0,0.2,26.0,410.0,3.0,39.0,270.0,0.9,0.6,0.02,0.01,38,91.0,0.0,0.0,990.0,4.3,1.9,0.0,0.17,0.04,15.0,0.31,3.4,11.0,0.27,1.3,2.0,25.0
1463,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,"['魚類', 'まぐろ', '類', 'まぐろ', '養殖', '赤身', '電子', 'レンジ', '調理']",191.0,30.4,8.7,0,0.3,33.0,490.0,4.0,44.0,310.0,1.1,0.6,0.02,0.01,39,94.0,0.0,0.0,970.0,4.3,1.8,0.0,0.19,0.05,18.0,0.29,3.4,9.0,0.25,1.4,2.0,14.0
1464,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,"['魚類', 'まぐろ', '類', 'まぐろ', '養殖', '赤身', '焼き']",202.0,29.0,10.6,0,0.3,33.0,500.0,3.0,42.0,290.0,0.9,0.6,0.02,0.01,42,94.0,0.0,0.0,1100.0,5.0,2.0,0.0,0.19,0.04,19.0,0.33,3.3,11.0,0.33,1.5,2.0,18.0
1465,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,"['魚類', 'まぐろ', '類', 'まぐろ', '養殖', '赤身', 'ソテー']",194.0,28.0,10.2,0,0.3,29.0,470.0,3.0,43.0,300.0,0.9,0.6,0.02,0.01,36,90.0,0.0,0.0,910.0,4.4,1.9,0.0,0.18,0.05,17.0,0.42,3.2,10.0,0.25,1.4,2.0,22.0
1466,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,"['魚類', 'まぐろ', '類', 'まぐろ', '養殖', '赤身', '天ぷら']",222.0,25.1,12.6,0,3.2,38.0,440.0,13.0,40.0,280.0,1.0,0.5,0.04,0.04,33,88.0,0.0,1.0,820.0,4.1,2.5,0.0,0.17,0.06,15.0,0.25,3.1,6.0,0.3,1.5,1.0,27.0
1467,＜魚類＞　（まぐろ類）　びんなが　生,"['魚類', 'まぐろ', '類', 'びん', '生']",111.0,26.0,0.7,0,0.2,38.0,440.0,9.0,41.0,310.0,0.9,0.5,0.05,0.01,12,71.0,1.0,0.0,4.0,7.0,0.7,0.0,0.13,0.1,21.0,0.94,2.8,4.0,0.31,1.2,1.0,16.0
1468,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,"['魚類', 'まぐろ', '類', 'みなみ', 'まぐろ', '赤身', '生']",88.0,21.6,0.4,0,0.1,43.0,400.0,5.0,27.0,240.0,1.8,0.4,0.04,0.01,5,73.0,0.0,0.0,6.0,4.0,1.0,0.0,0.03,0.05,11.0,1.08,2.2,5.0,0.3,2.2,0.0,14.0
1469,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,"['魚類', 'まぐろ', '類', 'みなみ', 'まぐろ', '脂身', '生']",322.0,20.3,28.3,0,0.1,44.0,280.0,9.0,29.0,210.0,0.6,0.4,0.05,0.01,38,120.0,1.0,0.0,34.0,5.0,1.5,0.0,0.1,0.06,11.0,1.0,1.5,4.0,0.29,4.4,5.0,29.0
1470,＜魚類＞　（まぐろ類）　めじまぐろ　生,"['魚類', 'まぐろ', '類', 'めじ', 'まぐろ', '生']",139.0,25.2,4.8,0,0.1,42.0,410.0,9.0,40.0,290.0,1.8,0.5,0.09,0.01,0,0.0,0.0,0.0,61.0,12.0,1.2,0.0,0.19,0.19,19.0,0.73,6.9,6.0,0.59,0.0,1.0,29.0
1471,＜魚類＞　（まぐろ類） めばち　赤身　生,"['魚類', 'まぐろ', '類', 'めばち', '赤身', '生']",115.0,25.4,2.3,0,0.3,39.0,440.0,3.0,35.0,270.0,0.9,0.4,0.03,0.0,18,75.0,0.0,0.0,17.0,3.6,0.9,0.0,0.09,0.05,15.0,0.76,1.4,5.0,0.15,1.5,1.0,16.0
1472,＜魚類＞　（まぐろ類） めばち　脂身　生,"['魚類', 'まぐろ', '類', 'めばち', '脂身', '生']",158.0,23.9,7.5,0,0.4,100.0,400.0,4.0,31.0,240.0,0.7,0.4,0.03,0.0,42,74.0,0.0,0.0,37.0,8.1,2.0,1.0,0.07,0.05,13.0,0.8,1.0,5.0,0.17,1.5,1.0,26.0
1473,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,"['魚類', 'まぐろ', '類', '缶詰', '水', 'フレーク', 'ライト']",70.0,16.0,0.7,0,0.2,210.0,230.0,5.0,26.0,160.0,0.6,0.7,0.05,0.01,0,0.0,0.0,0.0,10.0,3.0,0.4,0.0,0.01,0.04,9.5,0.26,1.1,4.0,0.13,0.0,0.0,18.0
1474,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,"['魚類', 'まぐろ', '類', '缶詰', '水', 'フレーク', 'ホワイト']",96.0,18.3,2.5,0,0.4,260.0,280.0,6.0,34.0,200.0,1.0,0.7,0.04,0.02,0,0.0,0.0,0.0,0.0,2.0,0.4,0.0,0.07,0.03,11.0,0.15,1.4,7.0,0.13,0.0,0.0,24.0
1475,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,"['魚類', 'まぐろ', '類', '缶詰', '味付け', 'フレーク']",134.0,19.0,2.3,0,9.9,760.0,280.0,24.0,31.0,350.0,4.0,1.0,0.12,0.13,0,0.0,0.0,0.0,0.0,5.0,0.7,0.0,0.07,0.03,8.0,0.16,3.7,13.0,0.23,0.0,0.0,11.0
1476,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,"['魚類', 'まぐろ', '類', '缶詰', '油', '漬', 'フレーク', 'ライト']",265.0,17.7,21.7,0,0.1,340.0,230.0,4.0,25.0,160.0,0.5,0.3,0.04,0.01,0,0.0,0.0,0.0,8.0,2.0,2.8,44.0,0.01,0.03,8.8,0.26,1.1,3.0,0.09,0.0,0.0,24.0
1477,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,"['魚類', 'まぐろ', '類', '缶詰', '油', '漬', 'フレーク', 'ホワイト']",279.0,18.8,23.6,0,0.1,370.0,190.0,2.0,27.0,270.0,1.8,0.4,0.03,0.02,0,0.0,0.0,0.0,0.0,4.0,8.3,0.0,0.05,0.13,12.0,0.15,2.0,2.0,0.12,0.0,0.0,23.0
1478,＜魚類＞　マジェランあいなめ　生,"['魚類', 'マジェラン', 'あいなめ', '生']",243.0,13.3,22.9,0,0.1,65.0,300.0,10.0,18.0,210.0,0.1,0.3,0.01,0.01,0,0.0,0.0,0.0,1800.0,17.0,2.2,0.0,0.02,0.08,0.9,0.04,0.6,5.0,0.29,0.0,0.0,19.0
1479,＜魚類＞　まながつお　生,"['魚類', '生']",156.0,17.1,10.9,0,0.0,160.0,370.0,21.0,25.0,190.0,0.3,0.5,0.02,0.01,0,0.0,0.0,0.0,90.0,5.0,1.4,0.0,0.22,0.13,3.6,0.3,1.4,7.0,1.37,0.0,1.0,20.0
1480,＜魚類＞　みなみくろたち　生,"['魚類', 'みなみ', 'たち', '生']",112.0,21.7,3.0,0,0.1,120.0,460.0,22.0,34.0,240.0,0.6,0.5,0.05,0.03,0,0.0,0.0,0.0,55.0,2.0,1.9,0.0,0.06,0.2,7.5,0.5,6.5,4.0,0.85,0.0,1.0,12.0
1481,＜魚類＞　みなみだら　生,"['魚類', 'みなみ', '生']",68.0,16.4,0.3,0,0.0,220.0,320.0,23.0,41.0,160.0,0.3,0.3,0.04,0.02,0,0.0,0.0,0.0,6.0,7.0,0.8,0.0,0.03,0.27,1.7,0.09,1.6,11.0,0.44,0.0,0.0,14.0
1482,＜魚類＞　むつ　生,"['魚類', 'むつ', '生']",175.0,16.7,12.6,0,0.0,85.0,390.0,25.0,20.0,180.0,0.5,0.4,0.03,0.01,0,0.0,0.0,0.0,8.0,4.0,0.9,0.0,0.03,0.16,2.4,0.1,1.9,6.0,0.31,0.0,0.0,17.0
1483,＜魚類＞　むつ　水煮,"['魚類', 'むつ', '水']",161.0,22.2,8.4,0,0.0,80.0,410.0,49.0,23.0,230.0,0.6,0.4,0.03,0.01,0,0.0,0.0,0.0,11.0,3.6,0.6,0.0,0.04,0.16,2.8,0.13,2.5,4.0,0.25,0.0,0.0,27.0
1484,＜魚類＞　めじな　生,"['魚類', 'めじ', '生']",113.0,19.4,4.5,0,0.1,91.0,380.0,27.0,30.0,240.0,0.3,0.9,0.03,0.01,0,0.0,0.0,0.0,55.0,1.0,0.8,0.0,0.05,0.38,2.7,0.16,1.8,2.0,0.44,0.0,0.0,20.0
1485,＜魚類＞　めばる　生,"['魚類', 'め', '生']",100.0,18.1,3.5,0,0.0,75.0,350.0,80.0,27.0,200.0,0.4,0.4,0.05,0.0,0,0.0,0.0,0.0,11.0,1.0,1.5,0.0,0.07,0.17,1.6,0.11,1.5,5.0,0.37,0.0,2.0,12.0
1486,＜魚類＞　メルルーサ　生,"['魚類', 'メルルーサ', '生']",73.0,17.0,0.6,0,0.0,140.0,320.0,12.0,38.0,150.0,0.2,0.4,0.02,0.01,0,0.0,0.0,0.0,5.0,1.0,1.3,0.0,0.09,0.04,1.0,0.07,0.8,5.0,0.32,0.0,0.0,10.0
1487,＜魚類＞　やつめうなぎ　生,"['魚類', 'やつ', 'め', 'うなぎ', '生']",245.0,15.8,21.8,0,0.2,49.0,150.0,7.0,15.0,180.0,2.0,1.6,0.15,0.03,0,0.0,0.0,0.0,8200.0,3.0,3.8,0.0,0.25,0.85,3.0,0.2,4.9,19.0,1.18,0.0,2.0,26.0
1488,＜魚類＞　やつめうなぎ　干しやつめ,"['魚類', 'やつ', 'め', 'うなぎ', 'やつ', 'め']",449.0,50.3,31.2,0,0.5,130.0,650.0,16.0,49.0,240.0,32.0,5.9,1.8,0.1,0,0.0,0.0,0.0,1900.0,12.0,2.4,0.0,0.33,1.69,7.0,0.14,55.0,100.0,5.76,0.0,0.0,14.0
